"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y1","Y2"
2.09,6,2912.8,1357.89,6825.29,24.73,24.73,507.76,288,560.01,1.2,1,6.44,1.02,13.41,0.14,0.96,0.99
2.09,6,2948.93,1355,6770.51,24.19,24.19,515.63,288,560.24,1.2,1,6.53,1.02,15.17,0.15,0.97,0.98
4.16,12,14725.66,1547.48,7824.36,113.81,113.81,644.6,288,610.5,1.65,1,8.85,1.02,17.31,0.34,0.95,0.99
7.15,21,38974.1,2678.08,9144.52,332.12,332.12,828.54,288,695.4,2.95,1,15.26,1.04,43.84,0.87,0.95,1
8.21,24,50993.24,3087.46,9299.71,438.08,438.08,906.01,288,725.31,3.6,1,18.45,1.04,59.16,1.17,0.99,0.99
8.21,24,50992.94,3087.46,9304.66,438,438,899.77,288,724.92,3.59,1,18.28,1.04,58.51,1.16,0.99,1
9.3,27,72774.77,3560.4,9748.76,644.93,644.93,1047.47,288,770.3,4.52,1,22.47,1.05,86.8,1.72,0.99,1
6.18,18,29795.97,2307.28,8838.39,246.28,246.28,781.09,288,671.82,2.5,1,13.16,1.03,34.54,0.68,0.96,0.99
7.15,21,38996.43,2678.08,9125.53,332.37,332.37,804.37,288,683.81,2.98,1,15.4,1.04,42.56,0.84,0.99,1
4.16,12,14721.18,1547.46,7760.75,113.76,113.76,635.77,288,605.52,1.66,1,8.9,1.02,16.98,0.34,0.98,0.99
2.09,6,6025.58,1391.9,6796.11,31.08,31.08,575.59,288,568.88,1.31,1,7.05,1.02,0,0.22,0.99,0.99
4.16,12,14718.1,1547.44,7708.82,113.74,113.74,641.73,288,605.05,1.67,1,9.03,1.02,17.31,0.34,0.99,0.98
3.14,9,8377.02,1386.75,7078.56,60.33,60.33,584.68,288,580.06,1.39,1,7.51,1.02,12.26,0.24,0.98,0.99
8.21,24,50994.1,3087.5,9308.14,438.1,438.1,919.26,288,730.85,3.59,1,18.43,1.04,60.01,1.19,0.98,0.99
7.15,21,38998.91,2678.05,9120.73,332.35,332.35,829.94,288,690.02,2.98,1,15.69,1.04,44.44,0.88,0.98,0.98
9.3,27,72769.25,3560.39,9737.9,644.84,644.84,1045.36,288,768.99,4.54,1,22.64,1.05,86.86,1.72,1,0.99
8.21,24,50993.51,3087.47,9301.03,438.09,438.09,910.68,288,726.85,3.6,1,18.48,1.04,59.51,1.18,0.99,0.99
3.14,9,8377.29,1386.75,7078.37,60.34,60.34,595.18,288,583.17,1.39,1,7.56,1.02,12.68,0.25,0.97,0.98
9.3,27,72765.74,3560.4,9768.37,644.98,644.98,1097.29,288,783.95,4.51,1,22.75,1.05,91.08,1.8,0.96,0.98
7.15,21,38981.78,2678.08,9134.47,332.1,332.1,836.83,288,695.33,2.96,1,15.5,1.04,44.62,0.88,0.96,0.99
6.18,18,29761.87,2306.84,8794.19,246.03,246.03,769.44,288,664.65,2.51,1,13.3,1.03,34.06,0.67,0.99,0.98
7.15,21,38988.52,2678.08,9129.08,332.16,332.16,829.4,288,691.89,2.97,1,15.54,1.04,44.22,0.88,0.97,0.99
6.18,18,29796.1,2307.26,8837.89,246.34,246.34,768.3,288,668.12,2.5,1,13.07,1.03,33.77,0.67,0.96,1
2.09,6,3921.04,1388.9,6776.15,30.45,30.45,526.39,288,562.33,1.24,1,6.72,1.02,0,0.16,0.98,0.98
9.3,27,72771.14,3560.4,9761.2,644.82,644.82,1076.66,288,778.45,4.51,1,22.61,1.05,89.29,1.77,0.97,0.99
5.14,15,21627.56,1924.32,8470.54,175.23,175.23,707.63,288,636.42,2.09,1,11.17,1.03,25.21,0.5,0.98,0.98
2.09,6,3586.33,1346.95,6803.04,22.79,22.79,537.96,288,564.19,1.22,1,6.61,1.02,20.58,0.18,0.96,0.98
5.14,15,21638.73,1924.35,8509.21,175.35,175.35,711.31,288,641.43,2.07,1,10.99,1.03,25.24,0.5,0.95,0.99
4.16,12,14723.27,1547.47,7795.17,113.79,113.79,633.84,288,606.35,1.66,1,8.83,1.02,16.85,0.33,0.97,1
2.09,6,4865.38,1344.68,6762.79,22.36,22.36,547.78,288,559.82,1.26,1,6.75,1.02,22.25,0.21,1,1
5.14,15,21629.55,1924.33,8478.7,175.24,175.24,701.95,288,635.64,2.08,1,11.08,1.03,24.87,0.49,0.98,0.99
8.21,24,50992.88,3087.45,9303.06,438.03,438.03,897.82,288,724.01,3.59,1,18.29,1.04,58.39,1.16,0.99,1
6.18,18,29791.35,2307.42,8820.85,246.28,246.28,764.78,288,665.62,2.51,1,13.13,1.03,33.65,0.67,0.98,1
8.21,24,50992.1,3087.4,9295.75,437.97,437.97,913.75,288,726.35,3.6,1,18.62,1.04,59.9,1.19,1,0.98
3.14,9,8377.89,1386.75,7089.68,60.34,60.34,597.47,288,584.26,1.39,1,7.56,1.02,12.76,0.25,0.96,0.98
6.18,18,29769.59,2307.06,8811.94,246,246,766.9,288,665.48,2.51,1,13.19,1.03,33.81,0.67,0.98,0.99
2.09,6,5679.29,1393.24,6839.03,31.33,31.33,563,288,568.03,1.3,1,6.92,1.02,0,0.21,0.98,1
6.18,18,29793.29,2307.36,8828.69,246.24,246.24,779.57,288,670.53,2.5,1,13.2,1.03,34.51,0.68,0.96,0.99
3.14,9,8376.9,1386.74,7085.15,60.33,60.33,568.08,288,575.32,1.39,1,7.41,1.02,11.58,0.23,0.99,1
4.16,12,14723.38,1547.47,7795.75,113.79,113.79,636.45,288,607.1,1.66,1,8.84,1.02,16.97,0.34,0.97,1
9.3,27,72763.46,3560.38,9737.53,644.77,644.77,1060.55,288,772.78,4.54,1,22.84,1.05,88.33,1.75,0.99,0.98
8.21,24,50993.98,3087.51,9314.35,438.1,438.1,916.1,288,731.63,3.57,1,18.27,1.04,59.58,1.18,0.97,1
7.15,21,38983.06,2678.09,9132.4,332.22,332.22,846.12,288,697.48,2.96,1,15.61,1.04,45.29,0.9,0.96,0.98
6.18,18,29790.56,2307.47,8819.01,246.19,246.19,774.88,288,668.34,2.51,1,13.22,1.03,34.27,0.68,0.97,0.99
8.21,24,50993.63,3087.47,9301.39,437.97,437.97,915.78,288,728.26,3.6,1,18.53,1.04,59.92,1.19,0.99,0.99
8.21,24,50997.2,3087.62,9323.01,438.05,438.05,937.01,288,739.18,3.56,1,18.34,1.04,61.05,1.21,0.95,0.99
6.18,18,29761.26,2306.8,8797.39,245.94,245.94,782.26,288,668.58,2.51,1,13.38,1.03,34.82,0.69,0.98,0.98
4.16,12,14722.88,1547.46,7771.52,113.77,113.77,655.86,288,611.47,1.66,1,9.01,1.02,17.88,0.35,0.96,0.98
9.3,27,72768.67,3560.42,9770.43,644.99,644.99,1092.58,288,783,4.5,1,22.65,1.05,90.58,1.79,0.96,0.98
2.09,6,5550.72,1347.08,6794.98,22.86,22.86,599.92,288,573.72,1.28,1,7,1.02,23.65,0.26,0.96,0.98
5.14,15,21634.43,1924.34,8497.33,175.33,175.33,700.58,288,637.16,2.08,1,10.98,1.03,24.72,0.49,0.97,1
3.14,9,8376.28,1386.74,7061.11,60.33,60.33,589.04,288,580.72,1.39,1,7.55,1.02,12.44,0.25,0.98,0.98
5.14,15,21636.21,1924.35,8503.98,175.34,175.34,701.31,288,638.04,2.08,1,10.95,1.03,24.73,0.49,0.96,1
4.16,12,14719.4,1547.45,7734.59,113.75,113.75,633.04,288,603.71,1.66,1,8.92,1.02,16.88,0.33,0.99,0.99
2.09,6,6518.55,1357.17,6810.36,24.7,24.7,624.94,288,578.3,1.31,1,7.18,1.02,19.91,0.28,0.96,0.98
1.14,3,2562.74,1366.96,6608.41,8.49,8.49,522.1,288,555.21,1.19,1,6.46,1.02,8.05,0.16,0.99,0.98
8.21,24,50995.87,3087.54,9311.7,438.02,438.02,940.23,288,737.07,3.58,1,18.61,1.04,61.64,1.22,0.96,0.98
4.16,12,14720.52,1547.46,7746.42,113.76,113.76,639.2,288,605.88,1.66,1,8.94,1.02,17.15,0.34,0.98,0.99
1.14,3,4325.31,1386.25,6639.13,9.62,9.62,568.12,288,562.92,1.25,1,6.79,1.02,4.58,0.21,0.99,0.98
4.16,12,14716.54,1547.44,7685.64,113.72,113.72,639.51,288,603.48,1.67,1,9.05,1.02,17.24,0.34,1,0.98
9.3,27,72781.31,3560.44,9786.05,644.89,644.89,1082.21,288,781.92,4.48,1,22.2,1.05,89.16,1.77,0.96,1
8.21,24,50981.16,3087.03,9289.85,437.99,437.99,918.03,288,726.07,3.61,1,18.78,1.04,60.4,1.2,1,0.98
7.15,21,39001.12,2678.05,9120.47,332.29,332.29,817.57,288,686.41,2.98,1,15.6,1.04,43.59,0.86,0.99,0.99
7.15,21,39000.09,2678.07,9123.22,332.28,332.28,799.59,288,681.86,2.98,1,15.4,1.04,42.28,0.84,1,1
4.16,12,14726.6,1547.48,7843.43,113.82,113.82,639.53,288,609.84,1.65,1,8.78,1.02,17.06,0.34,0.95,1
3.14,9,8379.54,1386.76,7119.84,60.36,60.36,602.21,288,586.76,1.39,1,7.55,1.02,12.93,0.26,0.95,0.98
2.09,6,3052.52,1353.58,6834.51,23.95,23.95,513.7,288,560.95,1.2,1,6.45,1.02,15.84,0.15,0.96,0.99
7.15,21,38982.43,2678.09,9132.42,332.21,332.21,853.01,288,699.46,2.96,1,15.67,1.04,45.76,0.91,0.95,0.98
3.14,9,8374.89,1386.73,7041.84,60.31,60.31,574.8,288,575.78,1.39,1,7.5,1.02,11.88,0.24,1,0.99
3.14,9,8377.86,1386.75,7098.61,60.35,60.35,579.58,288,579.26,1.39,1,7.46,1.02,12.04,0.24,0.98,0.99
9.3,27,72768.9,3560.42,9781.25,644.81,644.81,1105.08,288,786.84,4.49,1,22.61,1.05,91.47,1.81,0.95,0.98
8.21,24,50994.52,3087.52,9309.67,437.95,437.95,925.74,288,732.9,3.58,1,18.48,1.04,60.5,1.2,0.97,0.99
3.14,9,8377.35,1386.75,7085.88,60.33,60.33,583.53,288,579.98,1.39,1,7.49,1.02,12.21,0.24,0.98,0.99
2.09,6,3168.39,1377.3,6829.35,28.28,28.28,503.42,288,559.97,1.21,1,6.49,1.02,3,0.13,0.97,0.99
4.16,12,14718.5,1547.45,7718.28,113.74,113.74,636.03,288,603.87,1.66,1,8.97,1.02,17.04,0.34,0.99,0.98
9.3,27,72778.06,3560.43,9784.58,644.91,644.91,1088.77,288,783.33,4.48,1,22.32,1.05,89.83,1.78,0.96,1
9.3,27,72762.61,3560.39,9756.16,644.99,644.99,1088.83,288,781.01,4.52,1,22.87,1.05,90.59,1.79,0.97,0.98
7.15,21,39006.3,2678.01,9115.9,332.37,332.37,828.46,288,688.42,2.99,1,15.76,1.04,44.44,0.88,0.99,0.98
4.16,12,14720.66,1547.45,7745.76,113.76,113.76,646.72,288,607.92,1.66,1,8.99,1.02,17.5,0.35,0.97,0.98
4.16,12,14723.66,1547.46,7784.41,113.79,113.79,654.57,288,611.64,1.66,1,8.98,1.02,17.81,0.35,0.96,0.98
7.15,21,38996.6,2678.08,9125.56,332.26,332.26,802.76,288,683.35,2.98,1,15.39,1.04,42.45,0.84,0.99,1
6.18,18,29794.98,2307.29,8833.56,246.25,246.25,766.23,288,667.15,2.5,1,13.08,1.03,33.67,0.67,0.97,1
3.14,9,8378.53,1386.75,7109.34,60.35,60.35,584.26,288,581.05,1.39,1,7.47,1.02,12.22,0.24,0.97,0.99
1.14,3,1665.93,1381.38,6651.34,9.21,9.21,474.1,288,546.83,1.16,1,6.16,1.02,1.84,0.1,1,1
4.16,12,14725.54,1547.48,7829.19,113.81,113.81,636.76,288,608.51,1.65,1,8.79,1.02,16.95,0.34,0.96,1
1.14,3,1481.81,1378.33,6652.14,9.05,9.05,472.48,288,547.15,1.15,1,6.13,1.02,1.83,0.1,0.99,0.99
4.16,12,14719.43,1547.46,7741.47,113.76,113.76,624.47,288,601.6,1.66,1,8.86,1.02,16.48,0.33,0.99,1
6.18,18,29760.91,2306.84,8785.08,245.95,245.95,777.81,288,666.21,2.52,1,13.42,1.03,34.62,0.69,0.99,0.98
3.14,9,8380.99,1386.77,7159.47,60.37,60.37,586.25,288,583.43,1.39,1,7.42,1.02,12.28,0.24,0.95,1
1.14,3,4673.59,1412.46,6721.62,11.21,11.21,573.08,288,566.67,1.27,1,6.79,1.02,0,0.21,0.97,0.99
1.14,3,4872.95,1380.56,6638.15,9.28,9.28,583.51,288,564.91,1.27,1,6.88,1.02,4.81,0.23,0.99,0.98
5.14,15,21623.99,1924.31,8458.7,175.2,175.2,708.38,288,635.4,2.09,1,11.24,1.03,25.31,0.5,0.99,0.98
7.15,21,38998.1,2678.06,9122.36,332.36,332.36,820.16,288,687.61,2.98,1,15.58,1.04,43.73,0.87,0.98,0.99
7.15,21,38983.46,2678.09,9131.42,332.22,332.22,853.37,288,699.31,2.97,1,15.69,1.04,45.81,0.91,0.95,0.98
5.14,15,21627.88,1924.31,8470.68,175.22,175.22,713.59,288,638.11,2.09,1,11.21,1.03,25.53,0.51,0.98,0.98
2.09,6,6470.35,1356.12,6807.18,24.51,24.51,624.76,288,578.16,1.31,1,7.17,1.02,19.99,0.28,0.96,0.98
9.3,27,72781.49,3560.43,9781.72,645.17,645.17,1077.65,288,780.43,4.49,1,22.23,1.05,88.84,1.76,0.96,1
4.16,12,14722.51,1547.47,7784.01,113.77,113.77,632.89,288,605.65,1.66,1,8.84,1.02,16.82,0.33,0.97,1
9.3,27,72766.99,3560.39,9750.79,644.74,644.74,1071.55,288,776.42,4.52,1,22.74,1.05,89.07,1.76,0.98,0.99
7.15,21,38981.4,2678.09,9133.92,332.19,332.19,848.17,288,698.44,2.96,1,15.6,1.04,45.4,0.9,0.95,0.98
9.3,27,72755.16,3560.36,9728.88,644.82,644.82,1066.57,288,773.75,4.55,1,23.07,1.05,89.11,1.76,0.99,0.98
8.21,24,50993.72,3087.48,9302.61,438.06,438.06,918.8,288,729.35,3.59,1,18.54,1.04,60.13,1.19,0.98,0.99
5.14,15,21630.29,1924.34,8484.94,175.27,175.27,693.91,288,633.99,2.08,1,11,1.03,24.41,0.48,0.98,1
3.14,9,8379.01,1386.76,7117.91,60.35,60.35,588.56,288,582.64,1.39,1,7.48,1.02,12.39,0.25,0.96,0.99
3.14,9,8380.08,1386.76,7135.89,60.37,60.37,594.73,288,585.13,1.39,1,7.49,1.02,12.63,0.25,0.95,0.99
4.16,12,14717.87,1547.45,7709.82,113.72,113.72,635.58,288,603.4,1.67,1,8.98,1.02,17.03,0.34,0.99,0.98
2.09,6,4365.06,1344.44,6852.59,22.37,22.37,557.31,288,567.96,1.24,1,6.68,1.02,23.02,0.21,0.95,0.99
3.14,9,8375.3,1386.74,7043.5,60.31,60.31,585.49,288,579.02,1.39,1,7.55,1.02,12.31,0.24,0.99,0.98
2.09,6,3220.67,1378.55,6818.2,28.5,28.5,505.84,288,560.24,1.22,1,6.52,1.02,2.25,0.13,0.97,0.99
4.16,12,14723.74,1547.47,7791.81,113.79,113.79,648.33,288,610.23,1.66,1,8.93,1.02,17.52,0.35,0.96,0.99
1.14,3,429.75,1354.01,6720.61,7.78,7.78,450.15,288,546.83,1.1,1,5.86,1.02,2.48,0.07,0.96,1
7.15,21,39007.51,2678.02,9117.33,332.36,332.36,806.55,288,682.47,2.99,1,15.56,1.04,42.89,0.85,1,0.99
8.21,24,50993.77,3087.49,9305.26,437.96,437.96,914.23,288,728.83,3.59,1,18.43,1.04,59.68,1.18,0.98,0.99
7.15,21,38984.5,2678.08,9133.59,332.2,332.2,823.67,288,691.34,2.96,1,15.41,1.04,43.73,0.87,0.97,0.99
2.09,6,3216.41,1350.08,6771.5,23.32,23.32,527.94,288,562.15,1.21,1,6.58,1.02,18.52,0.17,0.97,0.98
1.14,3,5741.38,1396.64,6679.82,10.2,10.2,598.52,288,567.92,1.3,1,6.98,1.02,0.5,0.25,0.98,0.99
8.21,24,50994.17,3087.51,9307.73,438.07,438.07,920.3,288,731.01,3.59,1,18.45,1.04,60.11,1.19,0.98,0.99
8.21,24,50992.7,3087.42,9305.33,438.03,438.03,934.64,288,734.08,3.59,1,18.67,1.04,61.35,1.22,0.97,0.98
9.3,27,72764.64,3560.4,9772.62,644.83,644.83,1104.87,288,786.07,4.5,1,22.77,1.05,91.68,1.82,0.96,0.98
9.3,27,72766.79,3560.4,9754.42,645.09,645.09,1076.82,288,777.97,4.52,1,22.74,1.05,89.48,1.77,0.98,0.98
7.15,21,39001.75,2678.05,9120.56,332.38,332.38,812.63,288,685,2.98,1,15.56,1.04,43.24,0.86,0.99,0.99
9.3,27,72775.12,3560.41,9749.6,644.8,644.8,1046.63,288,770.15,4.52,1,22.45,1.05,86.7,1.72,0.99,1
4.16,12,14724.79,1547.47,7812.92,113.8,113.8,643.61,288,609.77,1.66,1,8.86,1.02,17.28,0.34,0.96,0.99
5.14,15,21623.11,1924.31,8457.69,175.22,175.22,701.97,288,633.48,2.09,1,11.2,1.03,24.96,0.49,1,0.98
6.18,18,29792.65,2307.38,8826.58,246.27,246.27,780.14,288,670.51,2.5,1,13.22,1.03,34.55,0.68,0.96,0.99
1.14,3,2084.42,1325.72,6625.59,6.23,6.23,532.62,288,556.96,1.16,1,6.35,1.02,25.69,0.18,0.97,0.98
9.3,27,72777.51,3560.42,9772.1,645.14,645.14,1074.26,288,778.76,4.5,1,22.37,1.05,88.78,1.76,0.97,1
2.09,6,4072.95,1389.77,6845.42,30.64,30.64,523.41,288,562.98,1.25,1,6.64,1.02,0,0.16,0.97,1
1.14,3,3035.68,1370.58,6599.49,8.74,8.74,532.93,288,555.95,1.21,1,6.56,1.02,8.07,0.17,1,0.98
7.15,21,38987.88,2678.07,9128.48,332.27,332.27,838.93,288,694.47,2.97,1,15.62,1.04,44.89,0.89,0.96,0.98
2.09,6,3415.07,1348.75,6831.27,23.1,23.1,527.63,288,562.92,1.21,1,6.53,1.02,19.1,0.17,0.96,0.99
7.15,21,39002.94,2678.05,9120.16,332.31,332.31,808.72,288,683.78,2.98,1,15.53,1.04,42.98,0.85,0.99,0.99
3.14,9,8380.05,1386.76,7139.77,60.37,60.37,587.62,288,583.14,1.39,1,7.45,1.02,12.34,0.24,0.96,0.99
2.09,6,6979.73,1371.56,6752,27.3,27.3,606.6,288,570.23,1.33,1,7.22,1.02,11.56,0.27,1,0.99
4.16,12,14719.46,1547.46,7745.39,113.76,113.76,622.79,288,601.29,1.66,1,8.84,1.02,16.39,0.33,0.99,1
4.16,12,14723.91,1547.47,7799.25,113.79,113.79,642.17,288,608.83,1.66,1,8.87,1.02,17.23,0.34,0.96,0.99
9.3,27,72771.56,3560.41,9765.96,644.88,644.88,1083.11,288,780.39,4.51,1,22.61,1.05,89.79,1.78,0.97,0.99
4.16,12,14722.35,1547.46,7771.45,113.78,113.78,645.52,288,608.64,1.66,1,8.94,1.02,17.41,0.35,0.97,0.98
1.14,3,1322.13,1384.3,6679.6,9.41,9.41,466.06,288,547.14,1.14,1,6.08,1.02,0,0.09,0.98,1
5.14,15,21638.49,1924.34,8507.52,175.3,175.3,716.22,288,642.65,2.07,1,11.03,1.03,25.51,0.51,0.95,0.99
1.14,3,313.88,1346.43,6667.63,7.38,7.38,460.76,288,548.53,1.1,1,5.93,1.02,8.49,0.08,0.96,0.98
2.09,6,5723.51,1348.06,6745.57,22.99,22.99,574.51,288,563.85,1.29,1,6.94,1.02,21.75,0.24,1,0.99
3.14,9,8376.66,1386.74,7068.41,60.33,60.33,587.88,288,580.64,1.39,1,7.54,1.02,12.39,0.25,0.98,0.98
7.15,21,38979.3,2678.08,9138.52,332.17,332.17,827.06,288,693.51,2.96,1,15.35,1.04,43.86,0.87,0.96,1
9.3,27,72754.42,3560.35,9726.77,644.84,644.84,1066.41,288,773.59,4.55,1,23.1,1.05,89.14,1.77,0.99,0.98
2.09,6,6130.15,1391.41,6788.71,31,31,579.78,288,569.35,1.31,1,7.08,1.02,0,0.23,0.99,0.99
7.15,21,38980.2,2678.08,9135.44,332.18,332.18,841.63,288,696.94,2.96,1,15.52,1.04,44.92,0.89,0.95,0.99
6.18,18,29792.52,2307.39,8826.73,246.29,246.29,785.01,288,671.9,2.5,1,13.25,1.03,34.84,0.69,0.96,0.98
1.14,3,6973.83,1337.88,6705.87,6.97,6.97,662.61,288,577.86,1.31,1,7.13,1.02,23.79,0.33,0.95,0.99
6.18,18,29761.12,2306.82,8781.02,245.94,245.94,767.76,288,663,2.52,1,13.36,1.03,34.03,0.67,1,0.98
9.3,27,72772.74,3560.4,9745.97,645.11,645.11,1048.09,288,770.25,4.53,1,22.53,1.05,86.93,1.72,0.99,1
4.16,12,14720.94,1547.46,7751.4,113.76,113.76,642.75,288,607.06,1.66,1,8.96,1.02,17.31,0.34,0.98,0.98
9.3,27,72758.91,3560.37,9737.89,645.01,645.01,1073.19,288,775.95,4.54,1,22.99,1.05,89.54,1.77,0.99,0.98
8.21,24,50993.84,3087.5,9313.65,438.02,438.02,913.74,288,730.84,3.58,1,18.25,1.04,59.41,1.18,0.97,1
6.18,18,29764.15,2306.86,8808.58,245.98,245.98,765.36,288,664.75,2.51,1,13.2,1.03,33.73,0.67,0.98,0.99
7.15,21,39001.57,2678.04,9118.77,332.41,332.41,830.69,288,689.76,2.98,1,15.73,1.04,44.53,0.88,0.98,0.98
5.14,15,21629.91,1924.31,8476.32,175.25,175.25,716.72,288,639.58,2.09,1,11.2,1.03,25.67,0.51,0.97,0.98
1.14,3,2050.31,1310.47,6682.89,5.41,5.41,526.27,288,555.83,1.16,1,6.23,1.02,29.69,0.18,0.96,0.99
6.18,18,29762,2306.77,8804.43,245.93,245.93,769.68,288,665.63,2.51,1,13.25,1.03,34.02,0.67,0.98,0.99
3.14,9,8377.07,1386.75,7086.42,60.34,60.34,572.11,288,576.58,1.39,1,7.43,1.02,11.74,0.23,0.99,1
8.21,24,50993.61,3087.49,9310.9,438.07,438.07,910.38,288,729.26,3.58,1,18.27,1.04,59.21,1.17,0.98,1
5.14,15,21627.1,1924.33,8473.86,175.27,175.27,692.16,288,632.36,2.09,1,11.04,1.03,24.36,0.48,0.99,0.99
8.21,24,50994.22,3087.51,9308.28,438.1,438.1,920.97,288,731.33,3.59,1,18.45,1.04,60.15,1.19,0.98,0.99
9.3,27,72766.16,3560.39,9742.71,644.86,644.86,1062.01,288,773.49,4.53,1,22.77,1.05,88.35,1.75,0.99,0.99
4.16,12,14724.08,1547.47,7808.44,113.79,113.79,633.95,288,606.91,1.66,1,8.81,1.02,16.84,0.33,0.96,1
4.16,12,14723.71,1547.47,7794.93,113.79,113.79,642.58,288,608.77,1.66,1,8.88,1.02,17.25,0.34,0.96,0.99
5.14,15,21627.2,1924.32,8471.3,175.24,175.24,700.78,288,634.55,2.09,1,11.11,1.03,24.84,0.49,0.99,0.99
4.16,12,14724.14,1547.47,7806.73,113.8,113.8,636.11,288,607.44,1.66,1,8.82,1.02,16.94,0.34,0.96,1
4.16,12,14726.14,1547.48,7836.61,113.81,113.81,639.45,288,609.56,1.65,1,8.79,1.02,17.06,0.34,0.95,1
5.14,15,21627.82,1924.34,8477.46,175.27,175.27,689.87,288,632.07,2.09,1,11.01,1.03,24.22,0.48,0.99,1
2.09,6,2927.33,1370.59,6834.16,27.04,27.04,499.38,288,559.16,1.2,1,6.43,1.02,6.11,0.13,0.97,0.99
8.21,24,50993.5,3087.44,9306.7,438.1,438.1,937.7,288,735.19,3.59,1,18.68,1.04,61.57,1.22,0.97,0.98
4.16,12,14718.62,1547.45,7728.8,113.74,113.74,624.42,288,601.08,1.66,1,8.88,1.02,16.49,0.33,1,0.99
2.09,6,4945.75,1395.11,6755.59,31.65,31.65,553.76,288,565.6,1.28,1,6.95,1.02,0,0.19,0.99,0.98
8.21,24,50996.16,3087.57,9311.99,438.11,438.11,934.72,288,735.77,3.58,1,18.53,1.04,61.17,1.21,0.97,0.98
8.21,24,50993.5,3087.47,9300.85,438.04,438.04,915.12,288,727.96,3.6,1,18.53,1.04,59.88,1.19,0.99,0.99
6.18,18,29761.54,2306.83,8785.05,246.02,246.02,766.55,288,663.01,2.52,1,13.33,1.03,33.94,0.67,1,0.98
7.15,21,39015.89,2677.94,9111.35,332.51,332.51,817.02,288,684.05,2.99,1,15.76,1.04,43.74,0.87,1,0.98
1.14,3,5176.03,1319.73,6645.59,5.93,5.93,623.1,288,570.06,1.26,1,6.88,1.02,31.27,0.29,0.96,0.98
4.16,12,14722.59,1547.47,7784.29,113.79,113.79,634.19,288,606.02,1.66,1,8.85,1.02,16.88,0.33,0.97,1
3.14,9,8379.55,1386.76,7131.86,60.36,60.36,579.63,288,580.46,1.39,1,7.42,1.02,12.03,0.24,0.97,1
4.16,12,14720.23,1547.45,7735.68,113.75,113.75,649.83,288,608.36,1.66,1,9.03,1.02,17.65,0.35,0.98,0.98
4.16,12,14720.12,1547.45,7743.67,113.75,113.75,636.12,288,604.93,1.66,1,8.93,1.02,17.01,0.34,0.98,0.99
6.18,18,29793.83,2307.34,8830.86,246.26,246.26,780.62,288,671.02,2.5,1,13.2,1.03,34.56,0.68,0.96,0.99
4.16,12,14719.72,1547.45,7737.28,113.76,113.76,636.09,288,604.66,1.66,1,8.94,1.02,17.02,0.34,0.98,0.99
7.15,21,38984.4,2678.08,9134.1,332.22,332.22,821.01,288,690.7,2.96,1,15.38,1.04,43.54,0.86,0.97,1
8.21,24,50984.29,3087.13,9295.43,438,438,926.2,288,729.52,3.6,1,18.76,1.04,60.92,1.21,0.99,0.98
7.15,21,38987.68,2678.09,9132.23,332.22,332.22,811.79,288,687.57,2.97,1,15.34,1.04,42.94,0.85,0.98,1
5.14,15,21632.14,1924.34,8490.58,175.31,175.31,695.53,288,635.02,2.08,1,10.98,1.03,24.47,0.48,0.98,1
4.16,12,14723.43,1547.46,7785.49,113.79,113.79,649.62,288,610.33,1.66,1,8.94,1.02,17.58,0.35,0.96,0.98
5.14,15,21632.36,1924.33,8488.11,175.29,175.29,705.64,288,637.66,2.08,1,11.06,1.03,25.03,0.5,0.97,0.99
2.09,6,6378.54,1389.48,6771.13,30.62,30.62,589.17,288,570.08,1.32,1,7.15,1.02,1.03,0.24,0.99,0.98
7.15,21,39008.17,2678.02,9116.83,332.37,332.37,807.54,288,682.64,2.99,1,15.58,1.04,42.97,0.85,1,0.99
8.21,24,50994.05,3087.52,9317.94,438.09,438.09,917.49,288,732.92,3.57,1,18.21,1.04,59.59,1.18,0.97,1
6.18,18,29793.37,2307.34,8828.38,246.22,246.22,769.96,288,667.76,2.5,1,13.13,1.03,33.92,0.67,0.97,0.99
4.16,12,14724,1547.46,7785.66,113.77,113.77,660.05,288,613.18,1.66,1,9.01,1.02,18.05,0.36,0.95,0.98
9.3,27,72763.59,3560.39,9742.02,644.73,644.73,1064.83,288,774.15,4.53,1,22.81,1.05,88.64,1.76,0.99,0.98
6.18,18,29793.63,2307.34,8829.5,246.27,246.27,772.07,288,668.46,2.5,1,13.14,1.03,34.05,0.67,0.97,0.99
2.09,6,6740.11,1384.27,6763.6,29.65,29.65,599.78,288,570.82,1.33,1,7.21,1.02,4.43,0.25,0.99,0.98
1.14,3,6040.44,1326.32,6682.07,6.26,6.26,627.6,288,570.04,1.29,1,6.92,1.02,27.5,0.3,0.97,1
3.14,9,8377.29,1386.75,7082.73,60.33,60.33,586.81,288,580.85,1.39,1,7.51,1.02,12.34,0.24,0.97,0.99
8.21,24,50994.55,3087.53,9311.2,438.11,438.11,926.05,288,733.37,3.58,1,18.45,1.04,60.48,1.2,0.97,0.99
9.3,27,72779.08,3560.42,9766.59,645.16,645.16,1062.01,288,775.31,4.5,1,22.32,1.05,87.74,1.74,0.98,1
6.18,18,29793.92,2307.33,8830.64,246.23,246.23,774.19,288,669.17,2.5,1,13.15,1.03,34.17,0.68,0.96,0.99
