X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
3.14,9,8374.84,1386.73,7033.76,60.3,60.3,587.46,288,579.25,1.39,1,7.58,1.02,12.4,0.25
4.16,12,14724.1,1547.47,7793.05,113.8,113.8,653.73,288,611.76,1.66,1,8.96,1.02,17.76,0.35
3.14,9,8376.23,1386.74,7070.98,60.33,60.33,569.11,288,575.12,1.39,1,7.43,1.02,11.63,0.23
5.14,15,21628.25,1924.33,8475.85,175.23,175.23,698.95,288,634.5,2.09,1,11.08,1.03,24.72,0.49
7.15,21,38980.47,2678.08,9135.98,332.13,332.13,835.47,288,695.31,2.96,1,15.46,1.04,44.49,0.88
1.14,3,657.68,1365.88,6737.71,8.47,8.47,457.49,288,548.97,1.11,1,5.91,1.02,0,0.08
5.14,15,21630.43,1924.33,8481.6,175.25,175.25,706.43,288,637.22,2.08,1,11.1,1.03,25.1,0.5
2.09,6,2830.27,1359.47,6771.17,24.99,24.99,509.49,288,559.51,1.2,1,6.51,1.02,12.43,0.14
6.18,18,29794.77,2307.32,8834.13,246.29,246.29,782.2,288,671.76,2.5,1,13.19,1.03,34.63,0.69
7.15,21,38988.94,2678.07,9128.03,332.2,332.2,834.83,288,693.19,2.97,1,15.6,1.04,44.62,0.88
8.21,24,50997.7,3087.63,9322.2,437.99,437.99,941.76,288,740.15,3.57,1,18.42,1.04,61.47,1.22
2.09,6,3204.36,1378.66,6789.66,28.52,28.52,507.95,288,560.16,1.22,1,6.56,1.02,2.2,0.13
2.09,6,2916.33,1369.15,6855.02,26.78,26.78,497.9,288,559.17,1.2,1,6.4,1.02,6.8,0.13
6.18,18,29794.61,2307.3,8832.48,246.24,246.24,765.71,288,666.9,2.5,1,13.08,1.03,33.64,0.67
7.15,21,38999.05,2678.06,9123.07,332.36,332.36,807.66,288,684.17,2.98,1,15.47,1.04,42.84,0.85
1.14,3,2806.47,1308.2,6688.93,5.31,5.31,552.39,288,560.31,1.18,1,6.38,1.02,32.19,0.21
9.3,27,72766.19,3560.4,9749.92,644.93,644.93,1072.43,288,776.57,4.53,1,22.77,1.05,89.17,1.77
9.3,27,72767.98,3560.4,9745.36,644.78,644.78,1059.41,288,773.03,4.53,1,22.69,1.05,88.03,1.74
5.14,15,21626.09,1924.31,8464.28,175.24,175.24,714.45,288,637.69,2.09,1,11.25,1.03,25.61,0.51
8.21,24,50993.73,3087.49,9305.68,437.99,437.99,913.2,288,728.67,3.59,1,18.41,1.04,59.59,1.18
6.18,18,29761.15,2306.79,8799.46,245.93,245.93,783.29,288,669.05,2.51,1,13.38,1.03,34.87,0.69
8.21,24,50993.96,3087.5,9312.83,438,438,915.77,288,731.15,3.58,1,18.29,1.04,59.6,1.18
5.14,15,21625.28,1924.31,8463.23,175.25,175.25,707.97,288,635.75,2.09,1,11.21,1.03,25.26,0.5
8.21,24,50995.66,3087.52,9311.93,438.01,438.01,941.94,288,737.56,3.58,1,18.63,1.04,61.78,1.22
9.3,27,72767.85,3560.39,9738.3,645.04,645.04,1049.18,288,769.98,4.54,1,22.68,1.05,87.22,1.73
4.16,12,14719.23,1547.45,7725.81,113.75,113.75,642.65,288,605.99,1.66,1,9,1.02,17.33,0.34
2.09,6,2890.41,1368.82,6823.24,26.71,26.71,500.61,288,559.24,1.2,1,6.44,1.02,7.58,0.13
8.21,24,50992.31,3087.39,9305.71,437.96,437.96,938.1,288,735.05,3.59,1,18.7,1.04,61.63,1.22
4.16,12,14716.24,1547.44,7683.29,113.72,113.72,637.75,288,602.9,1.67,1,9.05,1.02,17.16,0.34
6.18,18,29761.95,2306.83,8806.77,246,246,783.62,288,669.8,2.51,1,13.34,1.03,34.85,0.69
4.16,12,14717.58,1547.44,7703.8,113.73,113.73,636.88,288,603.51,1.67,1,9,1.02,17.09,0.34
9.3,27,72770.7,3560.41,9762.6,644.85,644.85,1079.75,288,779.31,4.51,1,22.63,1.05,89.55,1.77
3.14,9,8379.91,1386.76,7134.08,60.37,60.37,591.74,288,584.17,1.39,1,7.47,1.02,12.51,0.25
3.14,9,8379.06,1386.76,7125.54,60.35,60.35,575.87,288,579.1,1.39,1,7.4,1.02,11.88,0.24
3.14,9,8377.87,1386.75,7094.28,60.34,60.34,587.81,288,581.56,1.39,1,7.5,1.02,12.37,0.25
2.09,6,3498.32,1347.99,6837.9,22.97,22.97,530.49,288,563.54,1.22,1,6.54,1.02,19.68,0.17
3.14,9,8375.04,1386.73,7039.81,60.31,60.31,582.14,288,577.89,1.39,1,7.54,1.02,12.18,0.24
1.14,3,866.6,1321.73,6683.08,5.96,5.96,476.45,288,547.19,1.12,1,5.95,1.02,21.79,0.12
4.16,12,14720.24,1547.45,7744.18,113.76,113.76,638.75,288,605.67,1.66,1,8.95,1.02,17.13,0.34
1.14,3,3095.29,1383.78,6625.01,9.42,9.42,526.95,288,555.39,1.21,1,6.53,1.02,5.37,0.16
8.21,24,50993.33,3087.46,9298.45,438.09,438.09,909.13,288,725.81,3.6,1,18.51,1.04,59.45,1.18
7.15,21,38989.98,2678.08,9128.13,332.3,332.3,826.38,288,690.79,2.97,1,15.53,1.04,44.03,0.87
5.14,15,21625.03,1924.31,8463.17,175.2,175.2,705.01,288,634.91,2.09,1,11.19,1.03,25.1,0.5
7.15,21,39006.51,2678.03,9118.36,332.44,332.44,802.95,288,681.68,2.99,1,15.52,1.04,42.61,0.84
7.15,21,38993.33,2678.08,9127.38,332.23,332.23,810.18,288,685.94,2.97,1,15.41,1.04,42.93,0.85
4.16,12,14718.4,1547.45,7726.4,113.74,113.74,622.71,288,600.51,1.66,1,8.87,1.02,16.41,0.33
9.3,27,72766.06,3560.41,9780.49,644.74,644.74,1111,288,788.15,4.49,1,22.71,1.05,92.05,1.82
4.16,12,14716.94,1547.44,7696.92,113.71,113.71,632.94,288,602.15,1.67,1,8.99,1.02,16.92,0.34
9.3,27,72774.97,3560.41,9759.01,645.07,645.07,1061,288,774.44,4.51,1,22.45,1.05,87.84,1.74
9.3,27,72756.49,3560.37,9728.51,644.92,644.92,1062.66,288,772.75,4.55,1,23.02,1.05,88.74,1.76
2.09,6,3106.57,1375.79,6842.65,28,28,501.18,288,559.78,1.21,1,6.46,1.02,3.51,0.13
1.14,3,2951.93,1417.18,6740.11,11.58,11.58,538.32,288,564.94,1.21,1,6.53,1.02,0,0.16
1.14,3,3373.15,1418.38,6739.5,11.65,11.65,548.38,288,566.01,1.22,1,6.6,1.02,0,0.18
3.14,9,8375.56,1386.74,7060.73,60.32,60.32,564.62,288,573.4,1.39,1,7.42,1.02,11.45,0.23
9.3,27,72753.52,3560.34,9721.01,644.68,644.68,1061.13,288,771.93,4.56,1,23.13,1.05,88.77,1.76
5.14,15,21624.78,1924.31,8461.42,175.24,175.24,708.43,288,635.7,2.09,1,11.22,1.03,25.3,0.5
4.16,12,14721.5,1547.46,7766.97,113.77,113.77,634.5,288,605.41,1.66,1,8.88,1.02,16.91,0.34
5.14,15,21634.17,1924.32,8490.45,175.31,175.31,718.63,288,641.58,2.08,1,11.13,1.03,25.71,0.51
3.14,9,8378.55,1386.75,7109.05,60.35,60.35,585.51,288,581.41,1.39,1,7.47,1.02,12.27,0.24
1.14,3,2856.37,1414.55,6724.53,11.35,11.35,525.67,288,560.88,1.2,1,6.47,1.02,0,0.15
6.18,18,29762.68,2306.76,8799.25,245.96,245.96,756.17,288,661.29,2.51,1,13.18,1.03,33.22,0.66
5.14,15,21624.31,1924.33,8464.75,175.22,175.22,691.47,288,631.23,2.09,1,11.09,1.03,24.36,0.48
2.09,6,6169.83,1352.94,6847.34,23.94,23.94,609.55,288,576.43,1.3,1,7.04,1.02,21.31,0.27
1.14,3,287.33,1335.36,6710.09,6.76,6.76,456.43,288,546.9,1.09,1,5.84,1.02,12.82,0.08
9.3,27,72772.08,3560.42,9765.37,645.11,645.11,1079.13,288,779.38,4.51,1,22.57,1.05,89.42,1.77
3.14,9,8379.56,1386.76,7130.78,60.36,60.36,584.57,288,581.9,1.39,1,7.44,1.02,12.22,0.24
7.15,21,39000.54,2678.04,9119.21,332.39,332.39,833.05,288,690.54,2.98,1,15.74,1.04,44.68,0.89
6.18,18,29762.61,2306.77,8799.24,245.96,245.96,757.73,288,661.74,2.51,1,13.19,1.03,33.32,0.66
6.18,18,29793,2307.35,8826.01,246.24,246.24,759.51,288,664.55,2.5,1,13.07,1.03,33.3,0.66
1.14,3,1573.79,1390.38,6669.86,9.83,9.83,483.72,288,551.59,1.15,1,6.2,1.02,0.5,0.11
8.21,24,50993.79,3087.5,9314.61,438.04,438.04,913.4,288,731,3.57,1,18.23,1.04,59.35,1.18
7.15,21,38994.94,2678.07,9125.35,332.23,332.23,815.79,288,687.07,2.98,1,15.5,1.04,43.36,0.86
1.14,3,7375.44,1362.15,6710.79,8.31,8.31,661.59,288,577.88,1.33,1,7.21,1.02,11.67,0.33
7.15,21,38988.09,2678.08,9130.13,332.2,332.2,824.02,288,690.6,2.97,1,15.48,1.04,43.83,0.87
4.16,12,14724.1,1547.47,7803.29,113.8,113.8,640.45,288,608.51,1.66,1,8.86,1.02,17.14,0.34
5.14,15,21630.28,1924.32,8478.13,175.28,175.28,714.77,288,639.22,2.08,1,11.17,1.03,25.56,0.51
6.18,18,29761.86,2306.84,8790.12,245.97,245.97,767.44,288,663.72,2.52,1,13.31,1.03,33.96,0.67
7.15,21,38981.91,2678.08,9133.95,332.19,332.19,839.57,288,695.99,2.96,1,15.53,1.04,44.82,0.89
2.09,6,4768.73,1344.8,6867.85,22.45,22.45,565.92,288,569.46,1.26,1,6.73,1.02,23.05,0.22
4.16,12,14725.35,1547.48,7823.39,113.81,113.81,640.63,288,609.36,1.65,1,8.82,1.02,17.13,0.34
2.09,6,3191.89,1351.48,6860.02,23.6,23.6,516.55,288,561.74,1.21,1,6.44,1.02,16.98,0.16
2.09,6,6940.45,1371.91,6796.63,27.36,27.36,599.61,288,570.19,1.33,1,7.13,1.02,11.28,0.26
4.16,12,14725.05,1547.48,7822.44,113.8,113.8,636.69,288,608.23,1.65,1,8.8,1.02,16.95,0.34
9.3,27,72763.56,3560.38,9732.65,644.77,644.77,1052.45,288,770.43,4.54,1,22.83,1.05,87.67,1.74
1.14,3,4537.26,1390.3,6650.53,9.9,9.9,581.88,288,566.63,1.26,1,6.86,1.02,3.81,0.22
8.21,24,50993.57,3087.44,9308.73,437.97,437.97,941.39,288,736.63,3.59,1,18.69,1.04,61.82,1.22
5.14,15,21631.51,1924.31,8481.02,175.26,175.26,717.85,288,640.39,2.08,1,11.18,1.03,25.71,0.51
6.18,18,29762.59,2306.75,8802.3,245.96,245.96,756.1,288,661.54,2.51,1,13.16,1.03,33.2,0.66
1.14,3,1186.29,1382.56,6685.02,9.36,9.36,469.44,288,549.11,1.14,1,6.08,1.02,0,0.09
8.21,24,50994.39,3087.51,9308,437.95,437.95,923.73,288,731.96,3.59,1,18.49,1.04,60.38,1.2
3.14,9,8376.67,1386.74,7071.57,60.33,60.33,584.59,288,579.78,1.39,1,7.51,1.02,12.26,0.24
3.14,9,8375.89,1386.74,7058.95,60.32,60.32,579.48,288,577.8,1.39,1,7.5,1.02,12.06,0.24
2.09,6,2891.8,1370.85,6769.83,27.07,27.07,504.55,288,559.11,1.2,1,6.52,1.02,6.11,0.13
2.09,6,6978.59,1371.8,6761.35,27.34,27.34,605.67,288,570.36,1.33,1,7.2,1.02,11.54,0.27
8.21,24,50993.52,3087.49,9313.22,438.03,438.03,908.69,288,729.43,3.58,1,18.21,1.04,59,1.17
7.15,21,38997.49,2678.07,9123.98,332.25,332.25,810.57,288,685.23,2.98,1,15.48,1.04,43.03,0.85
9.3,27,72762.24,3560.38,9739.08,645.06,645.06,1065.51,288,774.12,4.54,1,22.87,1.05,88.77,1.76
1.14,3,5642.57,1323.75,6644.86,6.13,6.13,631,288,570.78,1.28,1,6.95,1.02,29.95,0.3
3.14,9,8378.31,1386.75,7108.22,60.35,60.35,578.89,288,579.39,1.39,1,7.44,1.02,12.01,0.24
3.14,9,8376.22,1386.74,7066.84,60.32,60.32,575.91,288,577.02,1.39,1,7.48,1.02,11.91,0.24
1.14,3,443.82,1333.07,6656.92,6.64,6.64,472.78,288,549.25,1.1,1,5.97,1.02,16.35,0.1
4.16,12,14723.47,1547.46,7782.1,113.79,113.79,654.11,288,611.42,1.66,1,8.98,1.02,17.79,0.35
2.09,6,5652.21,1347.89,6807.69,23.02,23.02,600.8,288,574.06,1.29,1,7,1.02,23.26,0.26
9.3,27,72773.52,3560.4,9743.59,645.11,645.11,1044.08,288,769.07,4.53,1,22.52,1.05,86.6,1.71
5.14,15,21637.37,1924.32,8499.29,175.3,175.3,724.99,288,644.28,2.08,1,11.13,1.03,26.01,0.52
4.16,12,14719.02,1547.45,7724.83,113.75,113.75,637.36,288,604.5,1.66,1,8.97,1.02,17.09,0.34
1.14,3,3890.8,1418.27,6740.12,11.65,11.65,562.71,288,568.02,1.24,1,6.7,1.02,0,0.19
4.16,12,14722.38,1547.47,7781.74,113.78,113.78,632.44,288,605.43,1.66,1,8.84,1.02,16.8,0.33
7.15,21,38986.04,2678.08,9129.4,332.14,332.14,845.46,288,696.56,2.97,1,15.66,1.04,45.31,0.9
5.14,15,21634.94,1924.34,8498.35,175.33,175.33,702.56,288,637.83,2.08,1,10.98,1.03,24.82,0.49
2.09,6,2840.61,1366.14,6811.65,26.22,26.22,501.96,288,559.18,1.2,1,6.45,1.02,8.85,0.13
5.14,15,21626.85,1924.33,8472.96,175.22,175.22,693.1,288,632.53,2.09,1,11.05,1.03,24.42,0.48
6.18,18,29761.64,2306.83,8786.06,245.97,245.97,765.46,288,662.79,2.52,1,13.32,1.03,33.86,0.67
4.16,12,14723.46,1547.46,7780.71,113.78,113.78,657.73,288,612.35,1.66,1,9,1.02,17.95,0.36
5.14,15,21627.82,1924.33,8474.88,175.24,175.24,696.99,288,633.84,2.09,1,11.07,1.03,24.62,0.49
8.21,24,50990.73,3087.34,9299.58,438.04,438.04,926.24,288,730.53,3.6,1,18.68,1.04,60.82,1.2
3.14,9,8374.36,1386.73,7030.37,60.3,60.3,575.08,288,575.45,1.39,1,7.52,1.02,11.9,0.24
3.14,9,8377.91,1386.75,7090.27,60.34,60.34,594.92,288,583.53,1.39,1,7.54,1.02,12.66,0.25
4.16,12,14725.17,1547.48,7824.48,113.81,113.81,635.84,288,608.07,1.65,1,8.79,1.02,16.91,0.34
3.14,9,8379.67,1386.76,7125.54,60.36,60.36,597.99,288,585.72,1.39,1,7.52,1.02,12.76,0.25
3.14,9,8378.66,1386.76,7107.08,60.35,60.35,594.31,288,583.96,1.39,1,7.52,1.02,12.63,0.25
3.14,9,8374.8,1386.73,7030.91,60.31,60.31,589.52,288,579.75,1.39,1,7.59,1.02,12.48,0.25
9.3,27,72777.73,3560.43,9780.48,644.86,644.86,1086.17,288,782.34,4.49,1,22.37,1.05,89.69,1.78
5.14,15,21630.33,1924.31,8477.27,175.25,175.25,717.25,288,639.83,2.08,1,11.19,1.03,25.7,0.51
2.09,6,6897.14,1379.52,6784.66,28.77,28.77,599.54,288,570.52,1.33,1,7.17,1.02,6.97,0.26
4.16,12,14716.89,1547.44,7695.21,113.73,113.73,635.12,288,602.68,1.67,1,9.01,1.02,17.02,0.34
1.14,3,3780.87,1416.91,6725.48,11.49,11.49,549.41,288,564,1.24,1,6.64,1.02,0,0.18
9.3,27,72765.33,3560.4,9756.39,644.74,644.74,1083.9,288,779.84,4.52,1,22.8,1.05,90.11,1.78
6.18,18,29789.72,2307.51,8817.17,246.18,246.18,785.19,288,671.11,2.51,1,13.3,1.03,34.91,0.69
9.3,27,72772.23,3560.41,9772.82,644.81,644.81,1089.95,288,782.57,4.5,1,22.57,1.05,90.26,1.79
8.21,24,50995.67,3087.56,9312.38,438.02,438.02,933.66,288,735.6,3.58,1,18.51,1.04,61.07,1.21
9.3,27,72772.19,3560.4,9752.38,644.82,644.82,1061.15,288,773.97,4.52,1,22.58,1.05,88.03,1.74
6.18,18,29790.81,2307.45,8818.72,246.23,246.23,762.2,288,664.69,2.51,1,13.13,1.03,33.5,0.66
4.16,12,14718.03,1547.44,7706.89,113.74,113.74,642.62,288,605.21,1.67,1,9.04,1.02,17.35,0.34
5.14,15,21634.22,1924.31,8487.96,175.31,175.31,727.69,288,643.87,2.08,1,11.21,1.03,26.2,0.52
9.3,27,72760.52,3560.38,9760.67,644.73,644.73,1098.35,288,783.62,4.52,1,22.91,1.05,91.38,1.81
7.15,21,39000.94,2678.04,9119.27,332.29,332.29,829.66,288,689.58,2.98,1,15.71,1.04,44.45,0.88
6.18,18,29793.75,2307.36,8831.22,246.31,246.31,790.41,288,673.83,2.5,1,13.27,1.03,35.14,0.7
4.16,12,14717.48,1547.44,7701.65,113.73,113.73,636.44,288,603.3,1.67,1,9,1.02,17.08,0.34
3.14,9,8380.44,1386.77,7146.76,60.36,60.36,588.98,288,583.8,1.39,1,7.45,1.02,12.39,0.25
5.14,15,21633.89,1924.34,8494.6,175.28,175.28,703.41,288,637.69,2.08,1,11.01,1.03,24.88,0.49
4.16,12,14724.62,1547.47,7796.66,113.8,113.8,659.67,288,613.52,1.66,1,8.99,1.02,18.02,0.36
4.16,12,14722.78,1547.47,7786.85,113.79,113.79,635.94,288,606.61,1.66,1,8.85,1.02,16.96,0.34
9.3,27,72780.16,3560.43,9778.79,645.03,645.03,1076.23,288,779.82,4.49,1,22.27,1.05,88.78,1.76
5.14,15,21621.53,1924.31,8452.3,175.2,175.2,701.88,288,632.9,2.09,1,11.23,1.03,24.98,0.5
3.14,9,8377.6,1386.75,7094.42,60.34,60.34,577.48,288,578.48,1.39,1,7.45,1.02,11.96,0.24
3.14,9,8381.61,1386.77,7171.5,60.38,60.38,587.28,288,584.16,1.39,1,7.41,1.02,12.31,0.24
2.09,6,2839.89,1365.69,6813.63,26.14,26.14,502.53,288,559.36,1.2,1,6.45,1.02,8.87,0.13
6.18,18,29797.25,2307.24,8843.4,246.3,246.3,772.51,288,669.81,2.5,1,13.07,1.03,34,0.67
7.15,21,38985.34,2678.08,9131.52,332.13,332.13,832.75,288,693.45,2.97,1,15.52,1.04,44.4,0.88
6.18,18,29794.24,2307.32,8831.72,246.28,246.28,774.71,288,669.41,2.5,1,13.15,1.03,34.19,0.68
9.3,27,72760.16,3560.37,9737.46,644.97,644.97,1069.24,288,774.95,4.54,1,22.95,1.05,89.17,1.77
7.15,21,39007.51,2678.01,9115.5,332.46,332.46,824.44,288,687.18,2.99,1,15.74,1.04,44.17,0.88
3.14,9,8375.56,1386.74,7055.89,60.32,60.32,573.75,288,575.98,1.39,1,7.48,1.02,11.83,0.23
5.14,15,21629.01,1924.32,8476.89,175.28,175.28,703.85,288,636,2.09,1,11.11,1.03,24.98,0.49
9.3,27,72779.58,3560.42,9767.67,644.96,644.96,1063.11,288,775.67,4.5,1,22.31,1.05,87.82,1.74
6.18,18,29761.35,2306.84,8794.28,246.02,246.02,779.1,288,667.4,2.51,1,13.38,1.03,34.65,0.69
3.14,9,8374.76,1386.73,7040.37,60.31,60.31,571.96,288,574.88,1.39,1,7.49,1.02,11.76,0.23
7.15,21,39018.13,2677.92,9109.84,332.48,332.48,820.1,288,684.57,3,1,15.81,1.04,43.99,0.87
9.3,27,72776.61,3560.42,9762.81,645.14,645.14,1061.49,288,774.87,4.51,1,22.39,1.05,87.79,1.74
7.15,21,38987.65,2678.07,9129.01,332.24,332.24,836.18,288,693.81,2.97,1,15.59,1.04,44.69,0.89
1.14,3,6169.04,1395.14,6687.98,10.22,10.22,628.74,288,574.84,1.31,1,7.13,1.02,0.18,0.27
4.16,12,14720.53,1547.45,7743.27,113.74,113.74,644.93,288,607.33,1.66,1,8.99,1.02,17.42,0.35
7.15,21,38977.42,2678.08,9140.52,332.16,332.16,828.1,288,694.3,2.95,1,15.33,1.04,43.89,0.87
8.21,24,50993.16,3087.45,9297.68,437.95,437.95,905.11,288,724.57,3.6,1,18.48,1.04,59.14,1.17
4.16,12,14722.79,1547.46,7776.31,113.76,113.76,647.78,288,609.45,1.66,1,8.95,1.02,17.51,0.35
6.18,18,29795.6,2307.28,8837.09,246.32,246.32,775.73,288,670.18,2.5,1,13.13,1.03,34.23,0.68
1.14,3,1948.86,1401.24,6697.04,10.46,10.46,488.43,288,552.24,1.17,1,6.24,1.02,0,0.11
9.3,27,72773.48,3560.4,9747.06,645.05,645.05,1049.16,288,770.6,4.53,1,22.52,1.05,87,1.72
7.15,21,38987.28,2678.08,9128.39,332.18,332.18,847.55,288,696.9,2.97,1,15.69,1.04,45.48,0.9
8.21,24,50991.9,3087.39,9293.49,438.09,438.09,909.48,288,724.69,3.61,1,18.62,1.04,59.61,1.18
4.16,12,14722,1547.46,7761.81,113.75,113.75,651.28,288,609.82,1.66,1,9,1.02,17.69,0.35
9.3,27,72761.63,3560.38,9730.79,644.92,644.92,1054.19,288,770.75,4.55,1,22.88,1.05,87.88,1.74
3.14,9,8379.53,1386.76,7126.86,60.37,60.37,591.63,288,583.88,1.39,1,7.48,1.02,12.51,0.25
1.14,3,3518.82,1335.93,6616.84,6.72,6.72,556.82,288,558.13,1.21,1,6.57,1.02,23.33,0.21
3.14,9,8374.22,1386.73,7026.82,60.3,60.3,579.52,288,576.64,1.39,1,7.54,1.02,12.08,0.24
5.14,15,21635.23,1924.31,8490.87,175.27,175.27,729.31,288,644.63,2.08,1,11.2,1.03,26.28,0.52
5.14,15,21634.45,1924.34,8496.48,175.29,175.29,702.98,288,637.76,2.08,1,11,1.03,24.85,0.49
2.09,6,4018.65,1345.3,6851.02,22.52,22.52,545.62,288,565.94,1.23,1,6.61,1.02,21.88,0.19
9.3,27,72764.55,3560.39,9752.94,644.91,644.91,1080.56,288,778.78,4.52,1,22.82,1.05,89.88,1.78
4.16,12,14723.29,1547.47,7793.74,113.78,113.78,637.3,288,607.26,1.66,1,8.85,1.02,17.01,0.34
5.14,15,21637.89,1924.34,8506.26,175.3,175.3,709.72,288,640.68,2.08,1,10.99,1.03,25.17,0.5
8.21,24,50995.31,3087.51,9310.71,438.01,438.01,940.61,288,736.92,3.59,1,18.64,1.04,61.7,1.22
3.14,9,8375.4,1386.74,7051.2,60.31,60.31,574.1,288,575.91,1.39,1,7.49,1.02,11.85,0.23
4.16,12,14720.37,1547.46,7756.47,113.75,113.75,624.98,288,602.34,1.66,1,8.84,1.02,16.48,0.33
4.16,12,14725.09,1547.47,7808.77,113.8,113.8,654.3,288,612.55,1.66,1,8.93,1.02,17.77,0.35
5.14,15,21627.59,1924.34,8478.29,175.25,175.25,686.11,288,631.07,2.09,1,10.98,1.03,24.01,0.48
3.14,9,8375.48,1386.74,7052.71,60.32,60.32,576.96,288,576.82,1.39,1,7.5,1.02,11.96,0.24
8.21,24,50996.63,3087.6,9319.96,438.12,438.12,933.6,288,737.54,3.57,1,18.36,1.04,60.85,1.21
8.21,24,50988.14,3087.24,9295.81,438.03,438.03,923.4,288,728.88,3.6,1,18.73,1.04,60.69,1.2
9.3,27,72769.28,3560.41,9754.5,645.04,645.04,1070.03,288,776.32,4.52,1,22.65,1.05,88.83,1.76
9.3,27,72776.08,3560.41,9767.23,644.92,644.92,1072.61,288,777.95,4.5,1,22.45,1.05,88.75,1.76
7.15,21,38999.73,2678.06,9122,332.32,332.32,812.91,288,685.43,2.98,1,15.53,1.04,43.23,0.86
9.3,27,72775.95,3560.41,9761.47,644.94,644.94,1065.13,288,775.65,4.51,1,22.46,1.05,88.18,1.75
2.09,6,6632.45,1359.09,6823.53,25.07,25.07,626.96,288,579.07,1.32,1,7.18,1.02,18.86,0.28
1.14,3,1832.4,1317.05,6630.47,5.67,5.67,510.8,288,550.65,1.15,1,6.2,1.02,27.65,0.16
1.14,3,1587.75,1392.71,6689.15,9.93,9.93,476.42,288,549.77,1.15,1,6.15,1.02,0,0.1
7.15,21,38985.16,2678.08,9131.5,332.23,332.23,834.45,288,693.93,2.97,1,15.53,1.04,44.52,0.88
5.14,15,21627.25,1924.33,8473,175.25,175.25,694.54,288,632.95,2.09,1,11.06,1.03,24.49,0.49
7.15,21,38990.43,2678.08,9129.27,332.2,332.2,814.42,288,687.62,2.97,1,15.42,1.04,43.19,0.86
2.09,6,5960.41,1350.22,6816.25,23.45,23.45,608.43,288,575.52,1.3,1,7.05,1.02,22.44,0.27
1.14,3,2137.12,1337.88,6617.63,6.78,6.78,509.44,288,550.47,1.17,1,6.28,1.02,20.33,0.16
9.3,27,72773.06,3560.42,9778.18,644.81,644.81,1093.68,288,783.91,4.49,1,22.52,1.05,90.47,1.79
9.3,27,72765.55,3560.38,9742.93,644.97,644.97,1063.96,288,773.99,4.53,1,22.79,1.05,88.53,1.75
1.14,3,5747.25,1399.43,6704.94,10.38,10.38,593.38,288,567.6,1.3,1,6.94,1.02,0,0.24
3.14,9,8373.81,1386.72,7017.52,60.29,60.29,580.24,288,576.51,1.39,1,7.56,1.02,12.11,0.24
3.14,9,8381.05,1386.77,7158.73,60.37,60.37,590.01,288,584.53,1.39,1,7.44,1.02,12.43,0.25
5.14,15,21633.1,1924.33,8490.92,175.3,175.3,705.73,288,637.97,2.08,1,11.04,1.03,25.02,0.5
1.14,3,5922.03,1357.55,6640.37,8.02,8.02,632.72,288,572.36,1.29,1,7.08,1.02,15.53,0.29
5.14,15,21633.63,1924.34,8494.5,175.27,175.27,700.49,288,636.84,2.08,1,10.99,1.03,24.72,0.49
3.14,9,8380.32,1386.76,7141.07,60.36,60.36,593.12,288,584.83,1.39,1,7.47,1.02,12.56,0.25
5.14,15,21636.48,1924.32,8497.26,175.33,175.33,722.38,288,643.34,2.08,1,11.12,1.03,25.88,0.51
7.15,21,38990.68,2678.08,9128.74,332.31,332.31,817.06,288,688.26,2.97,1,15.45,1.04,43.38,0.86
3.14,9,8380.09,1386.76,7143.65,60.37,60.37,580.63,288,581.17,1.39,1,7.41,1.02,12.06,0.24
9.3,27,72781.37,3560.44,9790.84,645.18,645.18,1088.85,288,783.94,4.48,1,22.2,1.05,89.66,1.78
2.09,6,3480.03,1348.12,6835.75,23,23,529.42,288,563.22,1.22,1,6.53,1.02,19.68,0.17
5.14,15,21627.59,1924.31,8469.75,175.26,175.26,713.07,288,637.87,2.09,1,11.21,1.03,25.51,0.51
6.18,18,29761.75,2306.78,8804.5,245.97,245.97,774.49,288,667,2.51,1,13.28,1.03,34.31,0.68
8.21,24,50993.76,3087.49,9304.3,438.06,438.06,914.61,288,728.69,3.59,1,18.46,1.04,59.74,1.18
7.15,21,38981.72,2678.09,9136.56,332.15,332.15,822.69,288,691.78,2.96,1,15.35,1.04,43.6,0.86
1.14,3,5759.83,1371.32,6645.18,8.8,8.8,622.7,288,571.62,1.29,1,7.07,1.02,7.86,0.27
1.14,3,1133.08,1384.23,6762.43,9.54,9.54,470.25,288,551.87,1.13,1,6.01,1.02,0,0.09
8.21,24,50994.38,3087.51,9307.85,438.03,438.03,928.23,288,733.08,3.59,1,18.54,1.04,60.76,1.2
8.21,24,50997.84,3087.63,9319.89,438,438,943.47,288,739.97,3.57,1,18.49,1.04,61.68,1.22
5.14,15,21630.1,1924.32,8479.83,175.25,175.25,709.83,288,638,2.08,1,11.13,1.03,25.29,0.5
1.14,3,4159.84,1391.21,6647.08,9.94,9.94,568.59,288,564.33,1.25,1,6.79,1.02,3.97,0.21
6.18,18,29790.3,2307.48,8817.9,246.25,246.25,772.77,288,667.64,2.51,1,13.21,1.03,34.15,0.68
2.09,6,2856.01,1362.63,6840.72,25.58,25.58,501.6,288,559.41,1.2,1,6.41,1.02,10.48,0.13
7.15,21,38977.47,2678.08,9140.01,332.16,332.16,830.78,288,694.95,2.96,1,15.36,1.04,44.09,0.87
